Aircraft ID,TFMS Flight_Index,Unique Flight_ID,Date,Departure Airport,Departure Date,Departure Time,Arrival Airport,Arrival Date,Arrival Time,User Class,Physical Class,Aircraft Type
N725DT,51574,20130122126348,22-Jan-13,SWF,20130122,17:13:00,LGA,20130122,17:41:05,General Aviation,Jet,C750
N725DT,108152,20130123198651,23-Jan-13,LGA,20130123,12:34:00,SOP,20130123,13:46:45,General Aviation,Jet,C750
N725DT,127122,20130123202163,23-Jan-13,SOP,20130123,17:56:00,SVH,20130123,18:33:00,General Aviation,Jet,C750
N725DT,162110,20130124269272,24-Jan-13,SVH,20130124,1:41:00,LGA,20130124,2:49:26,General Aviation,Jet,C750
N725DT,467363,20130128542423,28-Jan-13,LGA,20130128,12:29:00,OXC,20130128,12:45:50,General Aviation,Jet,C750
N725DT,271702,20130201867948,1-Feb-13,OXC,20130201,11:15:59,LGA,20130201,11:33:26,General Aviation,Jet,C750
N725DT,276735,20130201839942,1-Feb-13,LGA,20130201,14:05:00,PBI,20130201,16:28:51,General Aviation,Jet,C750
N725DT,453584,20130204048429,4-Feb-13,PBI,20130204,2:11:00,LGA,20130204,4:20:33,General Aviation,Jet,C750
N725DT,463516,20130204048431,4-Feb-13,LGA,20130204,5:02:00,OXC,20130204,5:17:02,General Aviation,Jet,C750
N725DT,214208,20130207286065,7-Feb-13,OXC,20130207,14:20:00,LGA,20130207,14:44:33,General Aviation,Jet,C750
N725DT,228597,20130207286066,7-Feb-13,LGA,20130207,19:22:00,PBI,20130207,21:32:26,General Aviation,Jet,C750
N725DT,433681,20130210547706,10-Feb-13,PBI,20130210,17:49:00,MIA,20130210,18:09:23,General Aviation,Jet,C750
N725DT,457787,20130210547707,10-Feb-13,MIA,20130210,23:28:00,LGA,20130211,1:46:16,General Aviation,Jet,C750
N725DT,199496,20130220238329,20-Feb-13,OXC,20130220,19:01:00,PBI,20130220,21:20:12,General Aviation,Jet,C750
N725DT,3481,20130224556805,24-Feb-13,PBI,20130224,21:29:00,LGA,20130224,23:35:09,General Aviation,Jet,C750
N725DT,26998,20130225616419,25-Feb-13,LGA,20130225,0:36:00,OXC,20130225,0:53:31,General Aviation,Jet,C750
N725DT,427170,20130314989675,14-Mar-13,OXC,20130314,22:19:00,LGA,20130314,22:34:00,General Aviation,Jet,C750
N725DT,449486,20130315083613,15-Mar-13,LGA,20130315,11:04:00,DCA,20130315,11:45:35,General Aviation,Jet,C750
N725DT,4484,20130315083616,15-Mar-13,LGA,20130315,20:44:00,ASE,20130316,0:30:57,General Aviation,Jet,C750
N725DT,478945,20130315083614,15-Mar-13,DCA,20130315,14:25:00,PBI,20130315,16:11:05,General Aviation,Jet,C750
N725DT,483807,20130315083615,15-Mar-13,PBI,20130315,17:13:00,LGA,20130315,19:46:08,General Aviation,Jet,C750
N725DT,377582,20130320467897,20-Mar-13,ASE,20130320,20:09:00,PBI,20130320,23:14:36,General Aviation,Jet,C750
N725DT,400858,20130321479618,21-Mar-13,PBI,20130321,0:22:00,LGA,20130321,2:31:01,General Aviation,Jet,C750
N725DT,469022,20130321554499,21-Mar-13,LGA,20130321,21:35:00,PBI,20130321,23:45:52,General Aviation,Jet,C750
N725DT,210004,20130324765122,24-Mar-13,PBI,20130325,1:08:00,LGA,20130325,3:07:32,General Aviation,Jet,C750
N725DT,220999,20130325794640,25-Mar-13,LGA,20130325,3:35:00,OXC,20130325,3:45:00,General Aviation,Jet,C750
N725DT,467716,20130409017582,9-Apr-13,OXC,20130409,20:34:00,LGA,20130409,20:54:50,General Aviation,Jet,C750
N725DT,26780,20130410086566,10-Apr-13,LGA,20130410,17:00:00,OXC,20130410,17:04:00,General Aviation,Jet,C750
N725DT,490429,20130410070515,10-Apr-13,DCA,20130410,15:16:00,LGA,20130410,15:51:33,General Aviation,Jet,C750
N725DT,489968,20130410070514,10-Apr-13,LGA,20130410,11:45:00,DCA,20130410,12:24:18,General Aviation,Jet,C750
N725DT,306627,20130508315183,8-May-13,OXC,20130508,19:51:00,EWR,20130508,20:15:00,General Aviation,Jet,C750
N725DT,376886,20130509434883,9-May-13,EWR,20130509,19:13:00,MIA,20130509,21:22:38,General Aviation,Jet,C750
N725DT,474394,20130510534277,10-May-13,MIA,20130510,19:39:00,PBI,20130510,19:58:00,General Aviation,Jet,C750
N725DT,52970,20130511621551,11-May-13,PBI,20130511,23:24:00,LGA,20130512,1:54:00,General Aviation,Jet,C750
N725DT,243949,20130514802171,14-May-13,LGA,20130514,13:11:00,MDW,20130514,14:50:00,General Aviation,Jet,C750
N725DT,354236,20130515887299,15-May-13,MDW,20130515,20:10:00,LGA,20130515,21:41:44,General Aviation,Jet,C750
N725DT,386207,20130515887309,15-May-13,LGA,20130515,22:17:00,OXC,20130515,22:34:42,General Aviation,Jet,C750
N725DT,298017,20130701826057,1-Jul-13,OXC,20130701,19:02:00,LGA,20130701,19:21:55,General Aviation,Jet,C750
N725DT,356609,20130702914205,2-Jul-13,LGA,20130702,15:09:00,OAK,20130702,19:59:00,General Aviation,Jet,C750
N725DT,384690,20130702914970,2-Jul-13,OAK,20130702,20:44:49,HNL,20130703,1:10:42,General Aviation,Jet,C750
N725DT,215870,20130707250952,7-Jul-13,HNL,20130707,0:17:00,KOA,20130707,0:48:08,General Aviation,Jet,C750
N725DT,334781,20130714883766,14-Jul-13,KOA,20130714,5:47:00,OAK,20130714,10:02:00,General Aviation,Jet,C750
N725DT,345806,20130714884090,14-Jul-13,OAK,20130714,10:49:00,LGA,20130714,15:45:37,General Aviation,Jet,C750
N725DT,361452,20130714884115,14-Jul-13,LGA,20130714,16:21:00,OXC,20130714,16:37:25,General Aviation,Jet,C750
N725DT,258858,20130724773969,24-Jul-13,OXC,20130724,18:10:00,LGA,20130724,18:32:23,General Aviation,Jet,C750
N725DT,323556,20130725896273,25-Jul-13,LGA,20130725,12:34:00,MIA,20130725,14:48:18,General Aviation,Jet,C750
N725DT,369436,20130725896274,25-Jul-13,MIA,20130725,22:25:00,LGA,20130726,0:40:07,General Aviation,Jet,C750
N725DT,388535,20130725884163,25-Jul-13,LGA,20130726,1:44:00,SWF,20130726,2:00:04,General Aviation,Jet,C750
N725DT,315524,20130805835409,5-Aug-13,SWF,20130805,19:26:00,LGA,20130805,19:53:00,General Aviation,Jet,C750
N725DT,366940,20130806927410,6-Aug-13,LGA,20130806,13:32:00,DCA,20130806,14:11:53,General Aviation,Jet,C750
N725DT,409312,20130806927411,6-Aug-13,DCA,20130806,16:58:00,LGA,20130806,17:39:39,General Aviation,Jet,C750
N725DT,52415,20130808076983,8-Aug-13,LGA,20130808,13:23:00,DCA,20130808,14:00:32,General Aviation,Jet,C750
N725DT,88619,20130808076643,8-Aug-13,DCA,20130808,21:52:58,OXC,20130808,23:10:29,General Aviation,Jet,C750
N725DT,275221,20130810305336,10-Aug-13,LGA,20130810,20:19:00,AMW,20130810,22:39:24,General Aviation,Jet,C750
N725DT,301979,20130811332616,11-Aug-13,AMW,20130811,1:51:00,EWR,20130811,3:47:00,General Aviation,Jet,C750
N725DT,313643,20130811332617,11-Aug-13,EWR,20130811,4:42:00,OXC,20130811,4:54:00,General Aviation,Jet,C750
N725DT,297889,20130822266698,22-Aug-13,OXC,20130822,17:15:00,LGA,20130822,17:31:25,General Aviation,Jet,C750
N725DT,375880,20130823392796,23-Aug-13,LGA,20130823,13:05:00,SVH,20130823,14:15:10,General Aviation,Jet,C750
N725DT,430046,20130823433495,23-Aug-13,SVH,20130823,23:50:00,EWR,20130824,0:56:48,General Aviation,Jet,C750
N725DT,440397,20130824463294,24-Aug-13,EWR,20130824,1:46:00,FRG,20130824,2:09:31,General Aviation,Jet,C750
N725DT,442720,20130824463295,24-Aug-13,FRG,20130824,2:43:00,OXC,20130824,2:58:38,General Aviation,Jet,C750
N725DT,446473,20130917461223,17-Sep-13,OXC,20130917,17:11:00,LGA,20130917,17:32:16,General Aviation,Jet,C750
N725DT,52371,20130918576961,18-Sep-13,MIA,20130918,21:05:00,LGA,20130918,23:20:08,General Aviation,Jet,C750
N725DT,75394,20130918576962,18-Sep-13,LGA,20130918,23:42:00,SWF,20130918,23:56:32,General Aviation,Jet,C750
N725DT,7285,20130918576967,18-Sep-13,LGA,20130918,12:01:00,MIA,20130918,14:24:41,General Aviation,Jet,C750
N725DT,252654,20131003807018,3-Oct-13,SWF,20131003,15:08:00,PHL,20131003,15:42:42,General Aviation,Jet,C750
N725DT,276706,20131003807019,3-Oct-13,PHL,20131003,17:59:00,BJC,20131003,21:17:06,General Aviation,Jet,C750
N725DT,281428,20131003807020,3-Oct-13,BJC,20131003,21:50:00,VNY,20131003,23:41:04,General Aviation,Jet,C750
N725DT,495641,20131006004152,6-Oct-13,VNY,20131006,21:04:00,BJC,20131006,22:44:50,General Aviation,Jet,C750
N725DT,495642,20131006004155,6-Oct-13,BJC,20131006,23:13:00,LGA,20131007,2:18:27,General Aviation,Jet,C750
N725DT,289712,20131010284721,10-Oct-13,LGA,20131010,20:04:00,TNCM,20131010,23:16:04,General Aviation,Jet,C750
N725DT,132285,20131014676342,14-Oct-13,TNCM,20131014,19:08:00,EWR,20131014,22:46:15,General Aviation,Jet,C750
N725DT,139966,20131014672055,14-Oct-13,EWR,20131015,0:00:00,OXC,20131015,0:22:50,General Aviation,Jet,C750
N725DT,265495,20131022295380,22-Oct-13,OXC,20131022,17:41:00,LGA,20131022,17:57:49,General Aviation,Jet,C750
N725DT,349927,20131023388916,23-Oct-13,LGA,20131023,21:36:00,DCA,20131023,22:20:46,General Aviation,Jet,C750
N725DT,349931,20131023388922,23-Oct-13,DCA,20131023,23:08:00,IAD,20131023,23:19:10,General Aviation,Jet,C750
N725DT,447428,20131024477597,24-Oct-13,IAD,20131024,18:43:49,MIA,20131024,20:54:00,General Aviation,Jet,C750
N725DT,57909,20131025530755,25-Oct-13,MIA,20131025,19:08:00,LGA,20131025,21:41:38,General Aviation,Jet,C750
N725DT,74239,20131025530750,25-Oct-13,,20131025,21:21:00,JFK,20131025,21:33:00,General Aviation,Jet,C750
N725DT,230356,20131028768889,28-Oct-13,JFK,20131028,12:41:00,TEB,20131028,13:09:21,General Aviation,Jet,C750
N725DT,263464,20131028798962,28-Oct-13,TEB,20131028,19:57:54,DCA,20131028,20:32:57,General Aviation,Jet,C750
N725DT,263731,20131029816006,29-Oct-13,DCA,20131029,1:58:00,FRG,20131029,2:38:13,General Aviation,Jet,C750
N725DT,275346,20131029817155,29-Oct-13,FRG,20131029,3:19:00,LGA,20131029,3:27:44,General Aviation,Jet,C750
N725DT,56493,20131101058584,1-Nov-13,LGA,20131101,2:37:00,PBI,20131101,4:39:32,General Aviation,Jet,C750
N725DT,227356,20131103201699,3-Nov-13,PBI,20131103,21:53:41,LGA,20131104,0:05:28,General Aviation,Jet,C750
N725DT,276303,20131104267307,4-Nov-13,PBI,20131104,0:18:00,LGA,20131104,2:22:00,General Aviation,Jet,C750
N725DT,46896,20131107560770,7-Nov-13,LGA,20131107,21:17:00,AVL,20131107,22:50:15,General Aviation,Jet,C750
N725DT,68324,20131108617676,8-Nov-13,AVL,20131108,2:57:00,LGA,20131108,4:05:12,General Aviation,Jet,C750
N725DT,1436,20131113989129,13-Nov-13,LGA,20131113,21:30:00,IND,20131113,22:54:26,General Aviation,Jet,C750
N725DT,92924,20131114141044,14-Nov-13,IND,20131114,19:39:00,LGA,20131114,21:10:12,General Aviation,Jet,C750
N725DT,108498,20131114146372,14-Nov-13,LGA,20131114,23:26:00,PBI,20131115,1:41:22,General Aviation,Jet,C750
N725DT,149798,20131115178411,15-Nov-13,PBI,20131115,2:40:00,FRG,20131115,4:44:58,General Aviation,Jet,C750
N725DT,179693,20131115236520,15-Nov-13,FRG,20131115,17:10:00,BUR,20131115,22:39:14,General Aviation,Jet,C750
N725DT,224173,20131116248902,16-Nov-13,BUR,20131116,0:51:00,LAS,20131116,1:31:00,General Aviation,Jet,C750
N725DT,315141,20131117363245,17-Nov-13,LAS,20131117,17:38:00,FRG,20131117,21:46:43,General Aviation,Jet,C750
N725DT,339117,20131117363246,17-Nov-13,FRG,20131117,22:35:00,PBI,20131118,0:41:09,General Aviation,Jet,C750
N725DT,378771,20131118433221,18-Nov-13,PBI,20131118,14:28:27,MIA,20131118,14:47:14,General Aviation,Jet,C750
N725DT,396604,20131118433223,18-Nov-13,MIA,20131118,20:45:00,LGA,20131118,23:04:09,General Aviation,Jet,C750
N725DT,196133,20131122755652,22-Nov-13,LGA,20131122,22:08:00,PBI,20131123,0:12:12,General Aviation,Jet,C750
N725DT,396107,20131125920565,25-Nov-13,PBI,20131125,14:39:00,OXC,20131125,16:56:10,General Aviation,Jet,C750
N725DT,183782,20131212186840,12-Dec-13,OXC,20131212,20:31:00,MMU,20131212,20:54:10,General Aviation,Jet,C750
N725DT,215260,20131213264622,13-Dec-13,MMU,20131213,20:25:59,PBI,20131213,22:32:30,General Aviation,Jet,C750
N725DT,380917,20131215377918,15-Dec-13,PBI,20131215,21:48:00,LGA,20131215,23:48:24,General Aviation,Jet,C750
N725DT,389187,20131216431055,16-Dec-13,LGA,20131216,0:28:02,SWF,20131216,0:41:02,General Aviation,Jet,C750
N725DT,305601,20140201772831,1-Feb-14,SWF,20140201,21:09:00,FRG,20140201,21:33:58,General Aviation,Jet,C750
N725DT,327521,20140202859957,2-Feb-14,FRG,20140202,18:05:00,DCA,20140202,18:55:00,General Aviation,Jet,C750
N725DT,330105,20140202859958,2-Feb-14,DCA,20140202,22:37:00,FRG,20140202,23:18:00,General Aviation,Jet,C750
N725DT,373732,20140202859959,2-Feb-14,FRG,20140202,23:51:00,LGA,20140203,0:04:15,General Aviation,Jet,C750
N725DT,105453,20140206148982,6-Feb-14,LGA,20140206,21:12:00,PBI,20140206,23:39:56,General Aviation,Jet,C750
N725DT,298877,20140215795354,15-Feb-14,PBI,20140215,15:49:00,MCO,20140215,16:16:59,General Aviation,Jet,C750
N725DT,14732,20140225564187,25-Feb-14,MCO,20140225,17:12:00,LGA,20140225,19:02:02,General Aviation,Jet,C750
N725DT,101576,20140226644978,26-Feb-14,LGA,20140226,12:26:55,DCA,20140226,13:23:33,General Aviation,Jet,C750
N725DT,111995,20140226644979,26-Feb-14,DCA,20140226,18:39:00,LGA,20140226,19:23:22,General Aviation,Jet,C750
N725DT,214541,20140227753850,27-Feb-14,LGA,20140227,15:59:00,MDW,20140227,17:51:00,General Aviation,Jet,C750
N725DT,214551,20140227753851,27-Feb-14,MDW,20140227,22:04:00,LGA,20140227,23:34:01,General Aviation,Jet,C750
N725DT,271786,20140227753852,27-Feb-14,LGA,20140228,0:00:00,SWF,20140228,0:12:20,General Aviation,Jet,C550
N725DT,79334,20140304095641,4-Mar-14,LGA,20140304,19:03:00,MIA,20140304,21:28:14,General Aviation,Jet,C750
N725DT,79650,20140304095640,4-Mar-14,SWF,20140304,14:51:00,LGA,20140304,15:17:42,General Aviation,Jet,C750
N725DT,154927,20140306211300,6-Mar-14,MIA,20140306,0:26:00,PBI,20140306,0:39:00,General Aviation,Jet,C750
